08:06:27.510|nuyV|-42|0.0023312328394264987|1513321587514
08:06:27.510|gkfv|-42|0.0023312328394264987|1513321587514
08:06:27.510|Gt6e|-38|8.568971816744338E-4|1513321587515
08:06:28.150|nuyV|-45|0.00464748381527225|1513321588156
08:06:28.150|gkfv|-45|0.00464748381527225|1513321588156
08:06:28.150|Gt6e|-38|8.568971816744338E-4|1513321588156
08:06:28.731|nuyV|-43|0.0029496963043695733|1513321588741
08:06:28.731|gkfv|-38|8.568971816744338E-4|1513321588741
08:06:28.731|Gt6e|-38|8.568971816744338E-4|1513321588741
08:06:29.391|nuyV|-45|0.00464748381527225|1513321589406
08:06:29.391|gkfv|-38|8.568971816744338E-4|1513321589406
08:06:29.391|Gt6e|-38|8.568971816744338E-4|1513321589407
08:06:30.342|nuyV|-43|0.0029496963043695733|1513321590350
08:06:30.342|gkfv|-38|8.568971816744338E-4|1513321590350
08:06:30.342|Gt6e|-38|8.568971816744338E-4|1513321590350
08:06:31.073|nuyV|-38|8.568971816744338E-4|1513321591078
08:06:31.073|gkfv|-38|8.568971816744338E-4|1513321591078
08:06:31.073|Gt6e|-38|8.568971816744338E-4|1513321591078
08:06:31.603|nuyV|-39|0.0011110633411201786|1513321591610
08:06:31.603|gkfv|-38|8.568971816744338E-4|1513321591610
08:06:32.134|nuyV|-45|0.00464748381527225|1513321592140
08:06:32.134|gkfv|-38|8.568971816744338E-4|1513321592140
08:06:32.655|nuyV|-45|0.00464748381527225|1513321592665
08:06:32.655|gkfv|-38|8.568971816744338E-4|1513321592665
08:06:33.185|nuyV|-42|0.0023312328394264987|1513321593195
08:06:33.185|gkfv|-38|8.568971816744338E-4|1513321593195
08:06:34.086|nuyV|-42|0.0023312328394264987|1513321594093
08:06:34.086|gkfv|-33|2.0904132382940202E-4|1513321594093
08:06:34.676|nuyV|-45|0.00464748381527225|1513321594684
08:06:34.676|gkfv|-33|2.0904132382940202E-4|1513321594684
08:06:35.517|nuyV|-38|8.568971816744338E-4|1513321595529
08:06:35.517|gkfv|-33|2.0904132382940202E-4|1513321595529
08:06:36.158|nuyV|-43|0.0029496963043695733|1513321596171
08:06:36.158|gkfv|-33|2.0904132382940202E-4|1513321596171
08:06:36.879|nuyV|-45|0.00464748381527225|1513321596896
08:06:36.879|gkfv|-33|2.0904132382940202E-4|1513321596897
08:06:37.409|nuyV|-45|0.00464748381527225|1513321597425
08:06:37.409|gkfv|-33|2.0904132382940202E-4|1513321597425
08:06:37.940|nuyV|-38|8.568971816744338E-4|1513321597949
08:06:37.940|gkfv|-33|2.0904132382940202E-4|1513321597949
08:06:37.940|Gt6e|-32|1.5367121727982225E-4|1513321597949
08:06:38.480|nuyV|-43|0.0029496963043695733|1513321598491
08:06:38.480|gkfv|-33|2.0904132382940202E-4|1513321598492
08:06:38.480|Gt6e|-33|2.0904132382940202E-4|1513321598492
08:06:39.191|nuyV|-45|0.00464748381527225|1513321599199
08:06:39.191|gkfv|-33|2.0904132382940202E-4|1513321599199
08:06:39.191|Gt6e|-32|1.5367121727982225E-4|1513321599199
08:06:39.731|nuyV|-38|8.568971816744338E-4|1513321599744
08:06:39.731|gkfv|-33|2.0904132382940202E-4|1513321599744
08:06:39.731|Gt6e|-38|8.568971816744338E-4|1513321599744
08:06:40.252|nuyV|-39|0.0011110633411201786|1513321600260
08:06:40.252|gkfv|-33|2.0904132382940202E-4|1513321600260
08:06:40.252|Gt6e|-33|2.0904132382940202E-4|1513321600260
08:06:41.213|nuyV|-42|0.0023312328394264987|1513321601218
08:06:41.213|gkfv|-33|2.0904132382940202E-4|1513321601218
08:06:41.213|Gt6e|-37|6.563114619792469E-4|1513321601218
08:06:42.174|nuyV|-42|0.0023312328394264987|1513321602179
08:06:42.174|gkfv|-33|2.0904132382940202E-4|1513321602179
08:06:42.174|Gt6e|-37|6.563114619792469E-4|1513321602179
08:06:43.115|nuyV|-42|0.0023312328394264987|1513321603124
08:06:43.115|Gt6e|-37|6.563114619792469E-4|1513321603124
08:06:43.645|nuyV|-42|0.0023312328394264987|1513321603649
08:06:43.645|Gt6e|-37|6.563114619792469E-4|1513321603649
08:06:43.645|gkfv|-33|2.0904132382940202E-4|1513321603649
08:06:44.366|nuyV|-45|0.00464748381527225|1513321604377
08:06:44.376|Gt6e|-37|6.563114619792469E-4|1513321604377
08:06:44.376|gkfv|-38|8.568971816744338E-4|1513321604377
08:06:44.906|nuyV|-42|0.0023312328394264987|1513321604909
08:06:44.906|Gt6e|-37|6.563114619792469E-4|1513321604909
08:06:44.906|gkfv|-38|8.568971816744338E-4|1513321604909
08:06:45.427|nuyV|-45|0.00464748381527225|1513321605438
08:06:45.427|Gt6e|-37|6.563114619792469E-4|1513321605438
08:06:45.427|gkfv|-38|8.568971816744338E-4|1513321605438
08:06:45.958|nuyV|-38|8.568971816744338E-4|1513321605976
08:06:45.958|Gt6e|-37|6.563114619792469E-4|1513321605976
08:06:45.958|gkfv|-38|8.568971816744338E-4|1513321605976
08:06:46.488|nuyV|-42|0.0023312328394264987|1513321606501
08:06:46.488|gkfv|-38|8.568971816744338E-4|1513321606501
08:06:47.199|nuyV|-42|0.0023312328394264987|1513321607208
08:06:47.199|gkfv|-37|6.563114619792469E-4|1513321607208
08:06:47.739|nuyV|-43|0.0029496963043695733|1513321607753
08:06:47.739|gkfv|-37|6.563114619792469E-4|1513321607753
08:06:48.580|nuyV|-39|0.0011110633411201786|1513321608589
08:06:48.580|gkfv|-37|6.563114619792469E-4|1513321608589
08:06:49.101|nuyV|-43|0.0029496963043695733|1513321609114
08:06:49.101|gkfv|-37|6.563114619792469E-4|1513321609114
08:06:49.941|nuyV|-43|0.0029496963043695733|1513321609951
08:06:49.941|gkfv|-37|6.563114619792469E-4|1513321609951
08:06:50.892|nuyV|-43|0.0029496963043695733|1513321610906
08:06:50.892|gkfv|-38|8.568971816744338E-4|1513321610906
08:06:51.713|nuyV|-43|0.0029496963043695733|1513321611720
